timestamp,metric,value,outcome,details
20180624 172014,kda0,9/4/9,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda1,12/14/6,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda2,1/5/8,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda3,2/10/22,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda4,6/6/2,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda5,4/10/10,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda6,6/7/9,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda7,8/7/13,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda8,18/10/6,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,kda9,5/8/4,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name0,DestructiOOn,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name1,PuellaVenti,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name2,Dweebles,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name3,¥ rampje,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name4,MaggieRazale,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name5,hcarlos519,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name6,'W voraria,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name7,'W IiNoobtesit,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name8,CZOA,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,name9,Bluebuttons,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective0,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective1,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective2,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective3,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective4,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective5,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective6,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective7,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective8,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,objective9,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding0,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding1,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding2,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding3,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding4,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding5,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding6,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding7,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding8,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,shielding9,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak0,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak1,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak2,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak3,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak4,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak5,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak6,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak7,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak8,10,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172014,streak9,,VICTORY,TRADE DISTRICT / DEATHMATCH / 9.36 / ID 251460563
20180624 172847,credit0,"3,460",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit1,"2,870",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit2,3445,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit3,"2,840",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit4,"3,275",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit5,"3,365",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit6,"3,274",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit7,"2,910",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit8,"3,165",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,credit9,"2,960",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage0,"51,579",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage1,"28,179",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage2,"27,252",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage3,"33,749",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage4,"15,938",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage5,"61,096",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage6,"51,954",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage7,"37,907",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage8,"53,017",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,damage9,"23,043",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing0,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing1,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing2,"16,911",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing3,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing4,"54,268",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing5,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing6,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing7,"25,644",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing8,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,healing9,"30,900",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda0,12/8/6,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda1,4/10 /9,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda2,12/4/11,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda3,2/12/12,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda4,4/7/19,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda5,n/6/8,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda6,15/10,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda7,3/5/14,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda8,9/7/12,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,kda9,3/6/18,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name0,@ RowdyRu,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name1,P EpicBlack,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name2,¥Tyda,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name3,Mcredshirt,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name4,¥ rampje,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name5,EvenStephen2000,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name6,'W askHowHerDayWas,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name7,Windorthat,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name8,Wcrazytuzzy,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,name9,GoodishFish,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective0,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective1,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective2,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective3,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective4,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective5,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective6,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective7,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective8,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,objective9,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding0,"38,627",DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding1,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding2,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding3,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding4,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding5,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding6,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding7,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding8,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,shielding9,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak0,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak1,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak2,15,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak3,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak4,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak5,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak6,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak7,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak8,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 172847,streak9,,DEFEAT,TRADE DISTRICT / DEATHMATCH / 7.00 / ID 251463537
20180624 174133,credit0,"4,453",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit1,"4,420",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit2,"4,376",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit3,"4,619",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit4,"4,037",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit5,"4,185",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit6,"5,590",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit7,"3,859",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit8,"5,268",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,credit9,"4,279",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage0,"39,223",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage1,"47,812",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage2,"26,416",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage3,"45,245",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage4,"38,735",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage5,"31,873",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage6,"38,161",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage7,"33,133",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage8,"85,632",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,damage9,"42,968",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing0,"23,143",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing1,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing2,37.073,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing3,"6,400",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing4,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing5,"36,503",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing6,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing7,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing8,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,healing9,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda0,14/10/10,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda1,12/12/9,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda2,2/9/24,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda3,12/9/15,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda4,7/1/8,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda5,4/9/16,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda6,9/9/16,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda7,5/7/10,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda8,22/1/13,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,kda9,n/1n/13,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name0,' SimplyComplex,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name1,W MrNiceCuyssto,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name2,W rampje,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name3,¥ Tyda,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name4,SMIGARGOL,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name5,anitsocially,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name6,'W undorthat,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name7,'W crozzwire,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name8,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,name9,sharkbait12345,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective0,27,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective1,50,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective2,89,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective3,36,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective4,48,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective5,70,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective6,82,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective7,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective8,77,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,objective9,39,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding0,"3,600",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding1,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding2,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding3,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding4,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding5,"4,753",DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding6,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding7,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding8,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,shielding9,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak0,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak1,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak2,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak3,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak4,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak5,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak6,11,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak7,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak8,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 174133,streak9,,DEFEAT,MAGISTRATE'S ARCHIVES (ONSLAUGHT} / DEATHMATCH / 10:29 / ID 251465741
20180624 175107,credit0,"2,692",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit1,"3,232",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit2,3438,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit3,"2,752",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit4,"2,957",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit5,"3,556",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit6,"4,626",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit7,"3,081",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit8,3.719,DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,credit9,"3,580",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage0,"13,897",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage1,"19,202",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage2,"28,096",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage3,"28,602",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage4,"36,687",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage5,"54,883",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage6,"45,518",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage7,"28,062",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
20180624 175107,damage8,"35,566",DEFEAT,FOREMAN'S RISE / DEATHMATCH / 7:58 / ID 251468762
